loc,label
asd/train/cat/flickr_cat_000002.jpg,cat
asd/train/cat/flickr_cat_000003.jpg,cat
asd/train/cat/flickr_cat_000004.jpg,cat
asd/train/cat/flickr_cat_000005.jpg,cat
asd/train/cat/flickr_cat_000006.jpg,cat
asd/train/cat/flickr_cat_000007.jpg,cat
asd/train/cat/flickr_cat_000009.jpg,cat
asd/train/cat/flickr_cat_000010.jpg,cat
asd/train/cat/flickr_cat_000012.jpg,cat
asd/train/cat/flickr_cat_000013.jpg,cat
asd/train/cat/flickr_cat_000014.jpg,cat
asd/train/cat/flickr_cat_000015.jpg,cat
asd/train/cat/flickr_cat_000017.jpg,cat
asd/train/cat/flickr_cat_000018.jpg,cat
asd/train/cat/flickr_cat_000019.jpg,cat
asd/train/cat/flickr_cat_000020.jpg,cat
asd/train/cat/flickr_cat_000021.jpg,cat
asd/train/cat/flickr_cat_000022.jpg,cat
asd/train/cat/flickr_cat_000023.jpg,cat
asd/train/cat/flickr_cat_000024.jpg,cat
asd/train/cat/flickr_cat_000025.jpg,cat
asd/train/cat/flickr_cat_000026.jpg,cat
asd/train/cat/flickr_cat_000027.jpg,cat
asd/train/cat/flickr_cat_000028.jpg,cat
asd/train/cat/flickr_cat_000029.jpg,cat
asd/train/cat/flickr_cat_000030.jpg,cat
asd/train/cat/flickr_cat_000031.jpg,cat
asd/train/cat/flickr_cat_000032.jpg,cat
asd/train/cat/flickr_cat_000033.jpg,cat
asd/train/cat/flickr_cat_000034.jpg,cat
asd/train/cat/flickr_cat_000035.jpg,cat
asd/train/cat/flickr_cat_000036.jpg,cat
asd/train/cat/flickr_cat_000037.jpg,cat
asd/train/cat/flickr_cat_000038.jpg,cat
asd/train/cat/flickr_cat_000039.jpg,cat
asd/train/cat/flickr_cat_000040.jpg,cat
asd/train/cat/flickr_cat_000041.jpg,cat
asd/train/cat/flickr_cat_000042.jpg,cat
asd/train/cat/flickr_cat_000043.jpg,cat
asd/train/cat/flickr_cat_000044.jpg,cat
asd/train/cat/flickr_cat_000045.jpg,cat
asd/train/cat/flickr_cat_000046.jpg,cat
asd/train/cat/flickr_cat_000047.jpg,cat
asd/train/cat/flickr_cat_000048.jpg,cat
asd/train/cat/flickr_cat_000049.jpg,cat
asd/train/cat/flickr_cat_000050.jpg,cat
asd/train/cat/flickr_cat_000051.jpg,cat
asd/train/cat/flickr_cat_000052.jpg,cat
asd/train/cat/flickr_cat_000053.jpg,cat
asd/train/cat/flickr_cat_000054.jpg,cat
asd/train/cat/flickr_cat_000055.jpg,cat
asd/train/cat/flickr_cat_000057.jpg,cat
asd/train/cat/flickr_cat_000058.jpg,cat
asd/train/cat/flickr_cat_000059.jpg,cat
asd/train/cat/flickr_cat_000060.jpg,cat
asd/train/cat/flickr_cat_000061.jpg,cat
asd/train/cat/flickr_cat_000062.jpg,cat
asd/train/cat/flickr_cat_000063.jpg,cat
asd/train/cat/flickr_cat_000064.jpg,cat
asd/train/cat/flickr_cat_000065.jpg,cat
asd/train/cat/flickr_cat_000066.jpg,cat
asd/train/cat/flickr_cat_000067.jpg,cat
asd/train/cat/flickr_cat_000068.jpg,cat
asd/train/cat/flickr_cat_000069.jpg,cat
asd/train/cat/flickr_cat_000070.jpg,cat
asd/train/cat/flickr_cat_000071.jpg,cat
asd/train/cat/flickr_cat_000072.jpg,cat
asd/train/cat/flickr_cat_000073.jpg,cat
asd/train/cat/flickr_cat_000074.jpg,cat
asd/train/cat/flickr_cat_000075.jpg,cat
asd/train/cat/flickr_cat_000077.jpg,cat
asd/train/cat/flickr_cat_000078.jpg,cat
asd/train/cat/flickr_cat_000079.jpg,cat
asd/train/cat/flickr_cat_000081.jpg,cat
asd/train/cat/flickr_cat_000082.jpg,cat
asd/train/cat/flickr_cat_000083.jpg,cat
asd/train/cat/flickr_cat_000084.jpg,cat
asd/train/cat/flickr_cat_000085.jpg,cat
asd/train/cat/flickr_cat_000086.jpg,cat
asd/train/cat/flickr_cat_000087.jpg,cat
asd/train/cat/flickr_cat_000088.jpg,cat
asd/train/cat/flickr_cat_000089.jpg,cat
asd/train/cat/flickr_cat_000090.jpg,cat
asd/train/cat/flickr_cat_000091.jpg,cat
asd/train/cat/flickr_cat_000092.jpg,cat
asd/train/cat/flickr_cat_000093.jpg,cat
asd/train/cat/flickr_cat_000094.jpg,cat
asd/train/cat/flickr_cat_000095.jpg,cat
asd/train/cat/flickr_cat_000097.jpg,cat
asd/train/cat/flickr_cat_000098.jpg,cat
asd/train/cat/flickr_cat_000099.jpg,cat
asd/train/cat/flickr_cat_000100.jpg,cat
asd/train/cat/flickr_cat_000101.jpg,cat
asd/train/cat/flickr_cat_000102.jpg,cat
asd/train/cat/flickr_cat_000103.jpg,cat
asd/train/cat/flickr_cat_000104.jpg,cat
asd/train/cat/flickr_cat_000105.jpg,cat
asd/train/cat/flickr_cat_000106.jpg,cat
asd/train/cat/flickr_cat_000107.jpg,cat
asd/train/cat/flickr_cat_000109.jpg,cat
asd/train/cat/flickr_cat_000110.jpg,cat
asd/train/cat/flickr_cat_000111.jpg,cat
asd/train/cat/flickr_cat_000112.jpg,cat
asd/train/cat/flickr_cat_000113.jpg,cat
asd/train/cat/flickr_cat_000114.jpg,cat
asd/train/cat/flickr_cat_000115.jpg,cat
asd/train/cat/flickr_cat_000116.jpg,cat
asd/train/cat/flickr_cat_000117.jpg,cat
asd/train/cat/flickr_cat_000118.jpg,cat
asd/train/cat/flickr_cat_000119.jpg,cat
asd/train/cat/flickr_cat_000120.jpg,cat
asd/train/cat/flickr_cat_000121.jpg,cat
asd/train/cat/flickr_cat_000122.jpg,cat
asd/train/cat/flickr_cat_000124.jpg,cat
asd/train/cat/flickr_cat_000125.jpg,cat
asd/train/cat/flickr_cat_000126.jpg,cat
asd/train/cat/flickr_cat_000127.jpg,cat
asd/train/cat/flickr_cat_000128.jpg,cat
asd/train/cat/flickr_cat_000129.jpg,cat
asd/train/cat/flickr_cat_000130.jpg,cat
asd/train/cat/flickr_cat_000131.jpg,cat
asd/train/cat/flickr_cat_000132.jpg,cat
asd/train/cat/flickr_cat_000133.jpg,cat
asd/train/cat/flickr_cat_000134.jpg,cat
asd/train/cat/flickr_cat_000135.jpg,cat
asd/train/cat/flickr_cat_000137.jpg,cat
asd/train/cat/flickr_cat_000138.jpg,cat
asd/train/cat/flickr_cat_000139.jpg,cat
asd/train/cat/flickr_cat_000140.jpg,cat
asd/train/cat/flickr_cat_000141.jpg,cat
asd/train/cat/flickr_cat_000142.jpg,cat
asd/train/cat/flickr_cat_000143.jpg,cat
asd/train/cat/flickr_cat_000144.jpg,cat
asd/train/cat/flickr_cat_000145.jpg,cat
asd/train/cat/flickr_cat_000146.jpg,cat
asd/train/cat/flickr_cat_000147.jpg,cat
asd/train/cat/flickr_cat_000148.jpg,cat
asd/train/cat/flickr_cat_000149.jpg,cat
asd/train/cat/flickr_cat_000150.jpg,cat
asd/train/cat/flickr_cat_000151.jpg,cat
asd/train/cat/flickr_cat_000153.jpg,cat
asd/train/cat/flickr_cat_000154.jpg,cat
asd/train/cat/flickr_cat_000155.jpg,cat
asd/train/cat/flickr_cat_000156.jpg,cat
asd/train/cat/flickr_cat_000157.jpg,cat
asd/train/cat/flickr_cat_000158.jpg,cat
asd/train/cat/flickr_cat_000159.jpg,cat
asd/train/cat/flickr_cat_000160.jpg,cat
asd/train/cat/flickr_cat_000161.jpg,cat
asd/train/cat/flickr_cat_000163.jpg,cat
asd/train/cat/flickr_cat_000164.jpg,cat
asd/train/cat/flickr_cat_000166.jpg,cat
asd/train/cat/flickr_cat_000167.jpg,cat
asd/train/cat/flickr_cat_000168.jpg,cat
asd/train/cat/flickr_cat_000169.jpg,cat
asd/train/cat/flickr_cat_000170.jpg,cat
asd/train/cat/flickr_cat_000171.jpg,cat
asd/train/cat/flickr_cat_000172.jpg,cat
asd/train/cat/flickr_cat_000173.jpg,cat
asd/train/cat/flickr_cat_000178.jpg,cat
asd/train/cat/flickr_cat_000179.jpg,cat
asd/train/cat/flickr_cat_000181.jpg,cat
asd/train/cat/flickr_cat_000185.jpg,cat
asd/train/cat/flickr_cat_000186.jpg,cat
asd/train/cat/flickr_cat_000187.jpg,cat
asd/train/cat/flickr_cat_000188.jpg,cat
asd/train/cat/flickr_cat_000189.jpg,cat
asd/train/cat/flickr_cat_000190.jpg,cat
asd/train/cat/flickr_cat_000192.jpg,cat
asd/train/cat/flickr_cat_000193.jpg,cat
asd/train/cat/flickr_cat_000194.jpg,cat
asd/train/cat/flickr_cat_000195.jpg,cat
asd/train/cat/flickr_cat_000196.jpg,cat
asd/train/cat/flickr_cat_000197.jpg,cat
asd/train/cat/flickr_cat_000198.jpg,cat
asd/train/cat/flickr_cat_000199.jpg,cat
asd/train/cat/flickr_cat_000200.jpg,cat
asd/train/cat/flickr_cat_000201.jpg,cat
asd/train/cat/flickr_cat_000202.jpg,cat
asd/train/cat/flickr_cat_000203.jpg,cat
asd/train/cat/flickr_cat_000204.jpg,cat
asd/train/cat/flickr_cat_000205.jpg,cat
asd/train/cat/flickr_cat_000206.jpg,cat
asd/train/cat/flickr_cat_000207.jpg,cat
asd/train/cat/flickr_cat_000209.jpg,cat
asd/train/cat/flickr_cat_000210.jpg,cat
asd/train/cat/flickr_cat_000211.jpg,cat
asd/train/cat/flickr_cat_000212.jpg,cat
asd/train/cat/flickr_cat_000213.jpg,cat
asd/train/cat/flickr_cat_000214.jpg,cat
